행,국문 회사명,기존 스테이지,최신 스테이지,반영 여부,신뢰도,근거,출처 URL,비고
804,캥스터즈 주식회사,Pre-A,Pre-A,변경 없음,medium,"12억 규모 프리A 투자 유치 후 미국·유럽 진출 준비 (비석세스, 한국투자액셀러레이터 투자기업 소개)",https://www.besuccess.com/%ED%95%9C%EA%B5%AD%ED%88%AC%EC%9E%90%EC%95%A1%EC%85%80%EB%9F%AC%EB%A0%88%EC%9D%B4%ED%84%B0-24%EB%85%84-%ED%95%9C-%ED%95%B4-35%EA%B1%B4%EC%97%90-%EC%B4%9D-104%EC%96%B5-%EC%9B%90-%ED%88%AC%EC%9E%90/,시리즈A 라운드 진행 중이라는 언급 있으나 완료 확인 안 됨
805,메디아크,Pre-A,Pre-A,변경 없음,high,2025.5 JB인베스트먼트 30억 프리시리즈A 유치 (플래텀/머니투데이),https://platum.kr/archives/259249,
806,알피,Pre-A,Pre-A,변경 없음,medium,"2023.5 HB인베스트먼트·카카오벤처스 등 Pre-Series A 유치, 2025 인터뷰에서 시리즈A '마무리 단계' 언급이나 완료 보도 없음 (더메디컬)",https://www.themedical.kr/news/articleView.html?idxno=1259,시리즈A 클로징 여부 추후 재확인 권장
807,랜식,Pre-A,Pre-A,변경 없음,high,"2024.2 본엔젤스 리드 12억 프리A 유치 (전자신문), THE VC 투자 2건 중 최신",https://www.etnews.com/20240227000404,
808,무니스,Pre-A,Pre-A,변경 없음,high,"22억 원 규모 프리 시리즈 A2 투자 유치, 슈미트·Z벤처캐피탈·삼성넥스트 참여 (스타트업투데이); THE VC 최근 단계 Pre-A",https://www.startuptoday.kr/news/articleView.html?idxno=49871,디지털 수면솔루션 앱 '미라클나잇' 운영사
821,유머스트알엔디,알 수 없음,알 수 없음,변경 없음,low,확인 불가,,소프트엑스선 관절염 치료기기 개발사. 자사 홈페이지에서 IR/투자 문의는 확인되나 투자 라운드 기사 없음
824,메텔,Seed,Seed,변경 없음,high,"THE VC 기준 투자 3건, 최근 단계 Seed (스마트베개 '제레마' 운영사)",https://thevc.kr/maetel,2023년 6월 폐업 (THE VC). 2024년 설립 동명 B2B 세일즈 스타트업 '메텔'과 혼동 주의
825,피트메디,Seed,Seed,변경 없음,high,"2021.1 하나벤처스 시드 2억 유치, THE VC 최근 단계 Seed ('위너스해빗' 운영사)",https://thevc.kr/fitmedi,2024년 8월 폐업 (THE VC)
826,바디온,,알 수 없음,미반영(근거 부족),low,확인 불가,,개인사업자(사업자번호 113-23-59107). 동명 피트니스센터/마사지기 제품만 검색되고 투자 이력 없음
827,두빗,,알 수 없음,미반영(근거 부족),low,확인 불가,,3회 검색에도 투자 이력·기업 뉴스 미확인 (웹사이트는 bdci.co.kr 내 프로젝트 페이지)
828,(주)바이앤어스,,Seed,"반영(공란 채움, medium)",medium,"2019.3 인라이트벤처스 3억, 2019.4 서울투자파트너스 추가 투자, 2020.11 어센도벤처스 후속 투자 — 모두 시드 단계 (플래텀/벤처스퀘어)",https://platum.kr/archives/117328,병원 찾기·리뷰 앱 '찾았닥' 운영사. 2021년 이후 후속 라운드 미확인
829,(주)온헬스넷,,알 수 없음,미반영(근거 부족),low,확인 불가,,"웹사이트 없음, 검색에서 기업 정보·투자 이력 미확인"
830,주식회사 젤리랩,Seed,Seed,변경 없음,medium,"DHP(디지털헬스케어파트너스) 투자 유치 등 THE VC 기준 2건, 시드 단계 (플래텀)",https://thevc.kr/Jellylab,환자케어 챗봇. 2024년 이후 신규 라운드 미확인
838,뷰니브랩,Seed,Seed,변경 없음,medium,"쿼드벤처스(스마트 대한민국 KT 넥스트 투자조합 등)로부터 시드 투자 유치, THE VC 등재 (체킷 운영사)",https://thevc.kr/3j,STD 자가검사 키트 '체킷'. 이후 후속 라운드 미확인
845,센시,Pre-A,Series B,반영,high,"2024년 시리즈B 약 300억 유치(ATP인베스트먼트·한국투자증권 등), 2026년 IPO 추진 중이었음 (비즈중앙/서울경제)",https://www.bizjoongang.co.kr/news/articleView.html?idxno=50887,"2025년 대표 횡령(약 230억 해외 이체)·해외 도피 사건 발생, IPO 중단 및 경찰 수사 중"
850,딥메트릭스,Series A,Series A,변경 없음,high,"2025.8 시리즈A 50억 유치, 미래에셋벤처투자 리드·스틱벤처스·본엔젤스 참여 (유니콘팩토리/머니투데이)",https://www.unicornfactory.co.kr/article/2025080614453630749,인공호흡기 자율주행 AI 솔루션 개발사
852,파인유얼뷰티,Seed,Seed,변경 없음,high,"THE VC 기준 투자 1건, 최근 단계 Seed (홈필라테스 '뷰릿' 운영사)",https://thevc.kr/findyourbeauty,흑자 경영 중으로 추가 투자 유치 계획 없음 밝힘 (한국일보 2023.11 인터뷰)
867,다이나메딕,Pre-A,Pre-A,변경 없음,low,확인 불가 — 2024 팁스밋업 IR 참여 확인되나 신규 라운드 기사 없음,https://thevc.kr/dynamedic,의료용 전동 핸드피스 제조사. CE MDR·FDA 인증 보유
876,니더,Series B,Series B,변경 없음,high,"시리즈B 70억(플래텀) 이후 2025.7 일본 타이미 전략투자, 2025.8 80억 규모 브릿지 투자 유치 (전자신문)",https://www.etnews.com/20250826000181,알바 매칭 플랫폼 '급구' 운영사. 2025.8 80억은 브릿지 라운드로 시리즈C 아님
878,소프트스퀘어드,Series A,Series A,변경 없음,high,"2022.12 '그릿지' 15억 시리즈A 유치 (뉴스와이어), 2026.1 기준 시리즈A-B 사이 브릿지 라운드 진행 중",https://www.newswire.co.kr/newsRead.php?no=956964,브릿지 라운드 진행 중이나 시리즈B 클로징 확인 안 됨
879,이지메이션,Seed,Seed,변경 없음,medium,"THE VC 기준 투자 라운드 1건(Seed)만 기록, 이후 라운드 확인 안 됨",https://thevc.kr/eazymation,
880,진지한컴퍼니,Seed,Seed,변경 없음,medium,"2020.12 슈미트·블루포인트파트너스 시드 3.5억 유치 (플래텀), 이후 2021 팁스 선정 외 신규 라운드 없음",https://platum.kr/archives/154481,
881,커리어데이,Seed,Pre-A,반영,high,2025.8 그랜드벤처스 리드 프리A 투자 유치 (와우테일),https://wowtale.net/2025/08/08/245175/,2023.6 시드 11억 마무리 후 2025.8 프리A
882,스페이스와이,Seed,Seed,변경 없음,medium,"2022.2 패스트벤처스·퓨처플레이 시드 투자 유치 (플래텀), 이후 라운드 확인 안 됨",https://platum.kr/archives/180844,
888,디플에이치알,Pre-A,Pre-A,변경 없음,medium,"2023.6 KB인베스트먼트·디캠프·원티드랩 등 프리시리즈A 유치 (플래텀), 이후 라운드 확인 안 됨",https://platum.kr/archives/209635,
889,하이어엑스,Pre-A,Pre-A,변경 없음,medium,"2022.11 프리A 브릿지 유치 (플래텀), 2023 인포뱅크·IBK캐피탈 추가 투자 (벤처스퀘어)",https://www.venturesquare.net/868060/,
894,스타셸,알 수 없음,알 수 없음,변경 없음,low,확인 불가,https://starshellstudio.com/,웹/앱 외주 개발 스튜디오로 외부 투자 유치 이력 확인 안 됨
901,유니테이크홀딩스,Seed,Seed,변경 없음,medium,"'더팀스' 운영사로 윤민창의재단·더벤처스 시드 1억 유치 (벤처스퀘어), 이후 라운드 확인 안 됨",https://www.venturesquare.net/760205,
904,지로,Pre-A,Series A,반영,high,"2024.12 시리즈A 20억 유치, 누적 투자금 32억 (THE VC)",https://thevc.kr/jiro,2022.11 프리A 10억(블루포인트 리드) 이후 시리즈A 진행
908,스윙비,Series A,Series A,변경 없음,medium,2019 시리즈A 약 84억(삼성벤처투자 등) 이후 2024.1 한컴 12.3억 전략투자·시프티 투자는 별도 라운드명 없음 (이데일리),https://m.edaily.co.kr/News/Read?newsId=03211126635710272&mediaCodeNo=257,2024년 한컴·시프티의 전략적 투자 있었으나 시리즈B로 명명된 라운드 확인 안 됨
912,겟링크스 (GetLinks),알 수 없음,Series A,"반영(공란 채움, medium)",medium,"2018 SEEK·알리바바 홍콩기금 참여 시리즈A (TechCrunch/Crunchbase), 2021.12 $10M 유치 후 시리즈B 준비 발표했으나 클로징 미확인",https://techcrunch.com/2018/04/26/getlinks-alibaba-fund-seek-group/,태국 기반 채용 플랫폼. 2021 $10M 라운드가 시리즈B로 확정 보도된 근거 없음
913,어라운드어스,Seed,Seed,변경 없음,medium,"2019.7 신한캐피탈·디캠프 등 시드 8.8억 유치 (플래텀), 이후 라운드 없음",https://platum.kr/archives/124159,THE VC 기준 2021.6 폐업
914,신의직장,Seed,Seed,변경 없음,medium,"2017 카이스트청년창업투자지주 시드 1억 + 팁스 선정 (beSUCCESS), 이후 라운드 없음",https://thevc.kr/sinicompany,2025.3 폐업으로 기록됨
916,제제미미,Series A,Series A,변경 없음,high,"2023.10 하나벤처스 시리즈A 20억(총 42억 규모) 유치 (와우테일), 2025년 기준 현재 라운드 Series A",https://wowtale.net/2023/10/13/64590/,
917,놀잇,Seed,Seed,변경 없음,medium,"2023년 서울대기술지주로부터 시드 투자 유치, 이후 후속 라운드 보도 없음 (플래텀)",https://platum.kr/archives/202309,
922,해빛,Pre-A,Pre-A,변경 없음,low,확인 불가,https://thevc.kr/havit,THE VC 검색 스니펫상 최근 단계 Seed(다날 전략투자 1건)로 표시되나 최신 라운드 보도를 찾지 못해 기존 기재 유지
923,카이헬스,Pre-A,Pre-A,변경 없음,high,"2024.2 IMM인베스트먼트·SBVA 등 참여 프리시리즈A 투자 유치, 이후 신규 라운드 미확인 (와우테일)",https://wowtale.net/2024/02/06/71358/,
926,(주)어픽스,Series A,Series A,변경 없음,medium,"중고거래 플랫폼 '픽셀' 운영사로 13억 후속투자 이력, 2022.8 폐업 기록 (로켓펀치/플래텀)",https://www.rocketpunch.com/companies/affix,2022년 8월 폐업으로 기재됨 — 기존 최고 단계 유지
927,(주)티켓플레이스,Series A,Pre-A,미반영(근거 부족),medium,2022.8 유하 부스트 기반 pre-A 라운드 유치가 최신 확인 라운드 (넥스트라운드 프로필),https://www.nextround.kr/startup/detail/2794,기존 기재 Series A와 달리 공개 자료상 최신 라운드는 2022년 Pre-A — 재확인 권장
928,자란다,Series B,Series B,변경 없음,high,"2022.4 한국투자파트너스 주도 310억 시리즈B 유치, 시리즈C 보도 없음 (전자신문)",https://www.etnews.com/20220429000207,
930,에이치투케이,Pre-A,Pre-A,변경 없음,medium,"2022.4 카카오-SKT ESG펀드 등에서 10억 프리시리즈A 유치, 이후 라운드 미확인 (와우테일)",https://wowtale.net/2022/04/11/37615/,
934,앨리스헬스케어,Seed,Seed,변경 없음,medium,"시드 투자(컴패노이드랩스 2021 등) 및 TIPS 선정 이력만 확인, 후속 라운드 보도 없음 (와우테일/THE VC)",https://thevc.kr/alycehealthcare,
936,맘편한세상,Series B,Series B,변경 없음,high,2021.9 100억 시리즈B 유치 후 2026.3 기준 50억 시리즈B 브릿지 추진 중 (더벨),https://www.thebell.co.kr/front/newsview.asp?key=202603171148574160106719,
944,디버,Series A,Series A,변경 없음,medium,"2023 시리즈A 브릿지 30억 유치(누적 75억), 시리즈B는 준비 중 단계로 보도 (플래텀/이투데이)",https://platum.kr/archives/187071,
945,콜로세움코퍼레이션,Series A,Series B,반영,high,"2025.6 270억 규모 시리즈B 투자 유치, 2027 IPO 추진 (플래텀/ZDNet)",https://platum.kr/archives/263624,"대신증권 IPO 대표주관 선정, 상장 추진 중"
951,주식회사 루트릭스,Pre-A,Series A,반영,high,2026.2 스마일게이트인베스트먼트·CJ인베스트먼트 등 45억 시리즈A 유치 (서울경제/바이라인네트워크),https://byline.network/2026/02/rootrix/,2024.8 프리A 12억 이후 시리즈A로 단계 상승
952,내이루리,Pre-A,Pre-A,변경 없음,medium,"2022.12 11.8억 프리A 유치, 2025.9 MYSC 투자는 라운드 미표기 (플래텀/와우테일)",https://wowtale.net/2025/09/26/247728/,
956,(주)커넥트히어로,Seed,Seed,변경 없음,medium,"라스트마일 플랫폼 '바통' 운영, THE VC 기준 2023.6.30 폐업 기록 (THE VC/로켓펀치)",https://thevc.kr/connecthero,2023년 6월 폐업으로 기재됨 — 기존 단계 유지
958,브이아이코리아,Seed,Seed,변경 없음,medium,"2021 케이즈 런칭 후 스파크랩 시드 유치, 2022 TIPS 선정, 후속 라운드 미확인 (머니투데이/THE VC)",https://thevc.kr/vikorea,
967,뷰전,Series A,Series A,변경 없음,high,"50억원 시리즈A 투자 유치, 누적 70억원 (파이낸스투데이/THE VC)",https://www.fntoday.co.kr/news/articleView.html?idxno=340795,
977,테솔로,Pre-A,Series B,반영,high,"2026.6 시리즈B 투자 유치, KB증권 주관사로 IPO 준비 착수 (와우테일)",https://wowtale.net/2026/06/29/260790/,"2025.6 시리즈A 60억(ZDNet) 후 2026.6 시리즈B 클로징, 누적 약 85억원"
978,딥스마텍,Pre-A,Pre-A,변경 없음,high,2024.7 43억원 프리시리즈A 투자 유치 (플래텀),https://platum.kr/archives/230478,
980,코엠고,알 수 없음,Seed,"반영(공란 채움, medium)",medium,"CB Insights 기준 최신 라운드 Seed, $100K, TIPS 참여 (2017년 설립, 서울, 전자부품/필름 가공)",https://www.cbinsights.com/company/koemgo,"국내 언론 보도 없음, 해외 DB 기반"
986,앰버로드,Seed,Pre-A,반영,high,2025.1 스톤브릿지벤처스·스파크랩에서 20억원 프리시리즈A 유치 (유니콘팩토리/뉴스1),https://www.unicornfactory.co.kr/article/2025010909523342755,"포스코 사내벤처 스핀오프, 2023.12 시드 9억"
987,한국정밀소재산업,Series A,Series A,변경 없음,high,"2024.10 105억원 시리즈A 투자 유치, 포스트밸류 440억 (한경/와우테일)",https://wowtale.net/2024/10/22/231583/,
988,메이크포유,Seed,Seed,변경 없음,medium,"2023.3 본엔젤스 시드 투자 유치, 이후 후속 라운드 보도 없음 (플래텀)",https://platum.kr/archives/203400,TIPS 선정(본엔젤스 추천)
993,포스코어,Seed,Seed,변경 없음,high,"2024.11 캡스톤파트너스 등에서 시드 9억원 추가 유치, 누적 시드 약 19억 (와우테일)",https://wowtale.net/2024/11/15/233089/,"포스코 사내벤처 출신, 2023년 법인 설립"
1009,에스프레소북,알 수 없음,알 수 없음,변경 없음,low,확인 불가,,셀프출판 플랫폼 '하루북' 운영 중이나 투자 라운드 보도 없음
1010,(주)하비풀,Series A,Series A,변경 없음,high,"시리즈A 41억원 유치(누적 55억), 2024.6 폐업 (THE VC)",https://thevc.kr/hobbyful,2024년 6월 폐업
1011,셰프뉴스,,알 수 없음,미반영(근거 부족),low,확인 불가,,"외식업 미디어/구인구직(셰프잡스) 운영, 투자 라운드 보도 없음"
1012,펠루,,알 수 없음,미반영(근거 부족),low,확인 불가,,"2014년경 음성 지식 서비스 day.ly 운영, 투자 유치 보도 없음, 이후 활동 확인 안 됨"
1013,(주)팀아일랜드,,알 수 없음,미반영(근거 부족),low,확인 불가,,회사 관련 검색 결과 자체가 거의 없음
1014,부루다콘서트,,Seed,"반영(공란 채움, medium)",medium,"케이큐브벤처스에서 3억원 투자 유치(2015년경, 플래텀 인터뷰), 이후 라운드 미확인",https://platum.kr/archives/81014,2024년 이후 활동/투자 소식 없음
1015,캡슐코퍼레이션(주),Seed,Seed,변경 없음,low,확인 불가 (THE VC에 투자 2건 기록만 있고 라운드 미상),https://thevc.kr/capsulecorporation,동인 이벤트 플랫폼 '오타카츠' 운영
1068,펫팜,Series B,Series B,변경 없음,high,"2025.5 시리즈B 65억 유치, 누적 105억 (와우테일/플래텀)",https://wowtale.net/2025/05/08/240699/,"2025.2 크릿벤처스 15억 포함 시리즈B 라운드, 디캠프도 참여"
1069,도그메이트,Series A,M&A('25),반영,high,2025.6 커넥팅더닷츠가 도그메이트 인수 (와우테일/플래텀),https://wowtale.net/2025/06/10/242228/,회생 인가전 M&A 절차를 거쳐 인수됨 (2025.3 더벨 보도)
1078,핏펫,Series C,Pre-IPO,반영,high,"2026.5 프리IPO 라운드 막바지, 기업가치 1000억 인정 (더벨)",https://v.daum.net/v/20260511090115291,"NH투자증권 주관 코스닥 상장 추진 중, 아직 상장 전"
1088,더치트,Series A,Series A,변경 없음,medium,"2022.7 카카오페이 전략적 투자 유치, 라운드명 미공개 (플래텀)",https://platum.kr/archives/189770,카카오페이 투자 이후 2024-2026 신규 라운드 확인 안 됨
1089,오내피플,Series A,Series A,변경 없음,medium,"2022 파이오링크로부터 시리즈A 투자 유치 (플래텀), 이후 신규 라운드 미확인",https://platum.kr/archives/199437,THE VC 기준 투자 유치 2건 (시드+시리즈A)
1092,큐비트시큐리티,Seed,Seed,변경 없음,medium,"THE VC 기준 최근 라운드 Seed (약 2023-2024), 이후 신규 라운드 미확인",https://thevc.kr/qubitsecurity,2025.8 더벨 VC 투자기업 소개(일본 진출) 있으나 라운드 변경 근거 없음
1093,크리밋,Seed,Seed,변경 없음,high,2023.9 프라이머 배치 23기 시드 1억 유치 (머니투데이),https://news.mt.co.kr/mtview.php?no=2023091809593481276,
1101,(주)시큐그래프,Series A,Series A,변경 없음,medium,"Crunchbase/THE VC 기준 East Gate Partners 시리즈A 1건, 이후 라운드 미확인",https://thevc.kr/secugraph,"DNS 기반 봇넷 탐지 솔루션 'Ferret' 개발사, 최근 투자 뉴스 없음"
1108,캐스팅엔,Series B,Series B,변경 없음,high,"2024.7 시리즈B 52억 유치, 누적 150억 (와우테일/플래텀)",https://wowtale.net/2024/07/08/79287/,
1112,비자플로,Seed,Seed,변경 없음,low,"Tracxn 기준 최근 라운드 Incubator/Accelerator(프라이머), 이후 라운드 미확인",https://tracxn.com/d/companies/visaflo/__Z5IwiEJF32rwD8PgZuAv-CmKsBW8rqSQyyzV0MQuq4Y,"캐나다 이민 서류 자동화 SaaS(vflo.app), 한국 언론 투자 보도 없음"
1115,마이스터즈,Pre-A,Pre-A,변경 없음,medium,"혁신의숲/THE VC 기준 최근 라운드 Pre-A (약 2023), 이후 신규 라운드 미확인",https://www.innoforest.co.kr/company/CP00015071/%EB%A7%88%EC%9D%B4%EC%8A%A4%ED%84%B0%EC%A6%88,"가전 설치/수리 '기술자들' 운영, 2025년 매출 268억 보도 (벤처스퀘어)"
1120,스탠바이랩,Seed,Seed,변경 없음,medium,THE VC 기준 2020.6 Seed 1건이 유일한 투자 유치,https://thevc.kr/standbylab,
1122,한달어스,Seed,Seed,변경 없음,low,확인 불가 — '유니콘하우스 시즌1 이후 투자 유치 성공' 보도만 있고 라운드명 미상,https://thevc.kr/handalus,
1123,노벨라스튜디오,Seed,Seed,변경 없음,medium,"THE VC 기준 Seed 1건 (약 2023), 이후 신규 라운드 미확인",https://thevc.kr/novelastudio,
1124,플라이북,Seed,Seed,변경 없음,low,"2023.3 인터뷰에서 프리시드 유치 후 시리즈A 진행 중 언급, 이후 라운드 확정 보도 없음",https://www.startuptoday.kr/news/articleView.html?idxno=46456,"시리즈A 클로징 여부 미확인, 2026년에도 서비스 운영 중 (AI 독서 멤버십)"
1128,북아이피스,Series A,Series A,변경 없음,high,"2023.7 시리즈A 58억 유치 (플래텀), 이후 신규 라운드 없이 2025년 포스트팁스 최우수 과제 선정 (테크42)",https://platum.kr/archives/211075,
1130,윌림,Pre-A,Pre-A,변경 없음,medium,"2020.3 스트롱벤처스 리드 프리시리즈A 유치 (플래텀), 이후 신규 라운드 확인 안 됨",https://platum.kr/archives/139918,최근 투자 소식 없음
1136,집토스,Series B,Series B,변경 없음,high,"2020.8 시리즈B 65억 유치 (플래텀), THE VC 기준 시리즈B가 마지막 라운드",https://platum.kr/archives/146774,2021년 시리즈C 추진 보도(더벨) 있었으나 완료 확인 안 됨
1142,데이터노우즈,Series A,Series A,변경 없음,high,"2022.1 시리즈A 50억 유치 후 2023.12 브릿지 30억, 2024.12 브릿지 15억(누적 125억) — 여전히 시리즈A 단계 (플래텀/사람인)",https://platum.kr/archives/179914,2023~2024 브릿지 라운드는 시리즈A 후속
1149,주식회사 넥스트그라운드,Seed,Seed,변경 없음,medium,"2022.9 본엔젤스·씨엔티테크 등 시드 투자 유치 (플래텀), 이후 신규 라운드 확인 안 됨",https://platum.kr/archives/192467,
1150,오더체크,Seed,Seed,변경 없음,high,"2023.7 프라이머 시드 투자 유치, THE VC 기준 투자 라운드 Seed 단계",https://thevc.kr/ordercheck,
1151,코티에이블,Seed,Seed,변경 없음,medium,"2017.2 디캠프 디데이 우승으로 시드급 투자 유치 (플래텀), 이후 VC 라운드 확인 안 됨",https://platum.kr/archives/116808,최근 투자 소식 없음
1152,다섯시삼십분,Seed,Seed,변경 없음,medium,"2015년 빅뱅엔젤스 등 엔젤(시드) 투자 유치 (아이티비즈), 이후 신규 라운드 확인 안 됨",http://www.it-b.co.kr/news/articleView.html?idxno=5193,장기간 투자 소식 없음
1153,홈디,Seed,Seed,변경 없음,medium,"2017.6 프라이머, 2018.7 SBA 시드 투자 유치 (THE VC/플래텀), 이후 신규 라운드 확인 안 됨",https://thevc.kr/homed,최근 투자 소식 없음
1154,리얼라이저블,Seed,Seed,변경 없음,high,2025.11 MYSC 시드 브릿지 투자 유치 (와우테일) — 시드 단계 유지,https://wowtale.net/2025/11/04/249656/,
1162,한국부동산데이터연구소,Pre-A,Pre-A,변경 없음,medium,"2022.6 프라이머 시드 후 설립 1년 만에 Pre-A 유치 (한경/그룹바이 Pre-A 표기), 이후 신규 라운드 확인 안 됨",https://thevc.kr/korearealestatedatalab,
1163,루북,Pre-A,Series A,반영,high,2025.5 현대투자파트너스·스트롱벤처스 참여 시리즈A 유치 (플래텀/와우테일),https://platum.kr/archives/259294,
1167,프롭웨이브,알 수 없음,알 수 없음,변경 없음,low,확인 불가,,부동산 데이터 플랫폼(집톡) 운영 확인되나 투자 라운드 정보 없음
1170,패션프루트,,Seed,"반영(공란 채움, medium)",medium,"매시업엔젤스 등 시드 투자 확인, 2019년 시리즈A '진행 중' 보도만 있고 완료 확인 안 됨 (이데일리 2019.1)",https://m.edaily.co.kr/news/read?newsid=01144726622360016,"베트남 렌트익스프레스 운영사, 2024~2026 최신 소식 없음"
1173,집펀드,Pre-A,Pre-A,변경 없음,medium,"2018년 SJ투자파트너스·우미건설 투자로 누적 12.5억, THE VC 기준 Pre-A 단계",https://thevc.kr/zipfund,이후 신규 라운드 확인 안 됨
1177,이프비,알 수 없음,알 수 없음,변경 없음,low,확인 불가,https://wowtale.net/2022/06/17/41856/,"벽 공유 플랫폼 '월디' 운영. 2022 인터뷰에서 '투자 유치 중'이라고만 밝힘, 공개된 라운드 없음. 2025년에도 일본 등 해외 확장 중으로 영업 지속"
1178,오아시스비즈니스,Series A,Series A,변경 없음,medium,"2023.5 시리즈A 50억 유치(누적 70~80억), 이후 신규 라운드 미확인 (뉴시스)",https://www.newsis.com/view/NISX20230524_0002315115,
1184,오피스,Seed,Seed,변경 없음,medium,프라이머 시드 및 2022.3 마이리얼트립 전략투자 이후 신규 라운드 미확인 (플래텀),https://platum.kr/archives/183216,제주 워케이션 사업 2025년에도 운영 중
1189,드랩,Series A,Series A,변경 없음,low,"확인 불가 (2022.5 프리시드 10억 KB인베스트먼트만 기사 확인, 시리즈A 보도 미확인)",https://platum.kr/archives/186131,"쿠팡·CJ올리브영·BGF리테일 등 고객사 확보하며 성장 중, 기존 기재된 Series A 유지"
1190,누리하우스,Series A,Series A,변경 없음,high,2024 시리즈A 20억에 이어 2025.6 해시드 등 시리즈A 브릿지 35억 추가 유치 (와우테일),https://wowtale.net/2025/06/12/242374/,
1191,문리버,Series A,Series A,변경 없음,medium,"2021.7 DSC인베스트먼트 시리즈A 10억 유치, 이후 신규 라운드 미확인 (테크M)",https://www.techm.kr/news/articleView.html?idxno=88201,아이템스카우트 운영사
1194,픽셀릭,Seed,Pre-seed,미반영(근거 부족),medium,"2022.4 추가 프리시드 19억(누적 약 $2.6M) 유치, 이후 라운드 미확인 (와우테일)",https://wowtale.net/2022/04/29/39127/,보도상 라운드 명칭이 명시적으로 '프리시드'. Y Combinator 참여 이력 있어 Seed로 볼 여지도 있음
1195,클로저랩스,Seed,Seed,변경 없음,high,2025.1 스프링캠프 리드·프라이머 후속 시드 투자 유치 (네이트뉴스),https://news.nate.com/view/20250107n25581,AI 의사결정 플랫폼 '데스크룸' 운영
1196,코디미,Seed,Seed,변경 없음,medium,"2024.10 팁스(TIPS) 선정 확인, 별도 신규 투자 라운드 보도 미확인 (와우테일)",https://wowtale.net/2024/10/02/230572/,"AI 패션 모델컷 SaaS '포투(Potoo)' 운영, 후속 투자 유치 추진 중"
1197,페어리,Seed,Seed,변경 없음,medium,"2022.9 스프링캠프 시드, 2023 스트롱벤처스 시드 브릿지 유치 (플래텀)",https://platum.kr/archives/202163,세일즈클루 운영사
1198,스페이스비전에이아이,Seed,Series A,반영,high,2025.6 롯데벤처스·바인벤처스 등 시리즈A 40억 유치 (와우테일),https://wowtale.net/2025/06/23/242867/,
1199,프롬서울,Seed,Seed,변경 없음,high,2024.6 디캠프·더벤처스 시드 투자 유치 (와우테일),https://wowtale.net/2024/06/11/78037/,아바타 플랫폼 '에덴월드' 운영
1200,그레이박스,Seed,Pre-A,반영,high,2025.5 슈미트·매쉬업벤처스 프리시리즈A 투자 유치 (뉴스1),https://www.news1.kr/industry/sb-founded/5788082,CRM 마케팅 솔루션 '노티플라이' 운영
1201,아웃컴,Seed,Seed,변경 없음,medium,"2024.8 더벤처스 투자 유치(디캠프 포함 누적 2.5억, 시드 단계) (와우테일)",https://wowtale.net/2024/08/29/228803/,
1215,주식회사 펄스애드,Pre-A,Pre-A,변경 없음,high,2025.1 스마일게이트인베스트먼트 리드 프리시리즈A 20억 유치 (와우테일),https://wowtale.net/2025/01/06/235565/,
1216,도비스튜디오,Pre-A,Pre-A,변경 없음,high,2024.10 매쉬업벤처스·슈미트 참여 프리시리즈A 투자 유치 (플래텀),https://platum.kr/archives/236086,B2B 잠재고객 발굴 플랫폼 '하이퍼세일즈' 운영
1217,원셀프월드,Pre-A,Pre-A,변경 없음,high,2025.9 크릿벤처스 20억원 프리A 브릿지 투자 유치 (와우테일),https://wowtale.net/2025/09/02/246345/,2025.3 프리시리즈A 15억(크릿벤처스)에 이은 브릿지 라운드
1218,디지털네이티브스,Pre-A,Pre-A,변경 없음,low,확인 불가,https://thevc.kr/digitalnatives,"2021 블루포인트 시드+2022 팁스 선정만 확인, 프리A 클로징 기사 미확인 (2023.4 프리A 유치 진행중 보도)"
1219,래티스,Pre-A,Pre-A,변경 없음,high,2024.4 어센도벤처스·스프링캠프 등 20억 프리시리즈A 유치 (한국경제),https://www.hankyung.com/article/202404053306i,계약관리 솔루션 '프릭스' 운영
1225,(주)프랑코지,Seed,Seed,변경 없음,medium,"THE VC 기준 Seed 1건(약 2015), 2020.9 폐업 (THE VC)",https://thevc.kr/francosy,"폐업(2020.9) - 팝업스토어 매칭 O2O '팝업리테일' 운영사, 디캠프 디엔젤 투자기업"
1226,안드로메다,Seed,Seed,변경 없음,medium,"현대HCN·현대미디어 등 4억원 시드 투자 유치, 이후 라운드 없음 (데이터넷)",https://www.datanet.co.kr/news/articleView.html?idxno=96477,"폐업(2019.12, THE VC 기준) - 모바일 음성광고 '애드링' 운영사"
1227,넥스트메이커스,Seed,Seed,변경 없음,low,"2015.5 스파크랩 6기 시드(2,700만원) 외 후속 라운드 확인 불가 (로켓펀치)",https://www.rocketpunch.com/companies/bigbang,"콘텐츠 창작·유통 스타트업, 2024년 이후 투자 뉴스 없음"
1228,주식회사 플러스티브이,M&A,M&A('21),반영,high,2021.9 카카오모빌리티가 구주 100%를 약 60억원에 인수 완료 (더벨),https://www.thebell.co.kr/free/content/ArticleView.asp?key=202110191629172560107880&lcode=00,기존 기록 M&A에 인수연도('21)만 보강
1229,(주)텐디,,알 수 없음,미반영(근거 부족),low,확인 불가,https://www.rocketpunch.com/en/companies/tand,"행동분석 솔루션 '스피어(Sphere)' 운영, 대홍기획 공동개발 협력만 확인되고 공개된 투자 라운드 기사 없음"
